gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	old_locus_tag
SPY_RS00795	62.6943912240496	-0.0357298833857916	0.20768096096749	0.637189718622306	0.870388017705728	yhaR	SPy_0145
SPY_RS00800	1040.75824992806	0.223911143562725	0.25913613137303	0.0933640331631786	0.393763428990594	pfoR	SPy_0146
SPY_RS00805	11.8288682632626	0.036772223064928	0.221358708165707	0.385449020831097	0.73309084105436	SPy_0147	SPy_0147
SPY_RS00810	203.779237840576	0.573153803075223	0.477031684157118	0.0093929800794069	0.109013418439832	ntpI	SPy_0148
SPY_RS00815	13.8797119079329	0.0849133351817617	0.238809964472328	0.110348457661056	0.438635119202699	ntpK	SPy_0149
SPY_RS00820	15.5105106478475	0.0795136649230617	0.236718970158049	0.0986198648667008	0.409414060412674	atpE	SPy_0150
SPY_RS00825	27.7351975264598	0.140009457775983	0.267406327285648	0.0927718195822563	0.393545082824057	ntpC	SPy_0151
SPY_RS00830	20.2024357646656	0.0896571003902886	0.236172312089762	0.184830413350279	0.561786885391442	ntpG	-
SPY_RS00835	548.750964786235	1.07758386804579	0.347727610962725	6.23797984170053e-05	0.00330612931610128	ntpA	SPy_0154
SPY_RS00840	530.10664941452	1.12314638961063	0.294079802858709	5.86445658632095e-06	0.000666034712303594	ntpB	SPy_0155
SPY_RS00845	419.866008147129	0.576705999043204	0.384131480823464	0.00698438321671177	0.0895578170529977	ntpD	SPy_0157
SPY_RS00850	1328.88542838389	-0.200301996242049	0.210153257301913	0.104516138683156	0.428300671407778	SPy_0158	SPy_0158
SPY_RS00855	170.181989188879	-0.101420117151485	0.199767894061572	0.357963957191915	0.707333622484147	SPy_0159	SPy_0159
SPY_RS00860	15329.0005814105	-0.000253162431467017	0.152345128065602	0.995881495445768	0.999292399005872	purA	SPy_0160
SPY_RS00865	7014.50526727759	-0.135250032464536	0.181930164516147	0.256584771714722	0.614412329859049	tcsA	SPy_0163
SPY_RS00870	318.819441309991	-0.125772720420751	0.23247999466889	0.197131560262871	0.563547114066977	nusG	SPy_0164
SPY_RS00875	12.7584616658411	0.0458522160491746	0.221103326185578	0.410609640218646	0.746990077743304	nga	SPy_0165
SPY_RS00885	89.1848935533964	1.51752785546279	0.416903879547281	1.20908790428789e-05	0.00115449930132962	slo	SPy_0167
SPY_RS00890	58.5133076607178	0.136760882391813	0.246204089752081	0.173437254368396	0.544422974514834	SPy_0168	SPy_0168
SPY_RS00895	29.3086541182817	0.102592138802583	0.238258511802163	0.192694943352849	0.563547114066977	SPy_0169	SPy_0169
SPY_RS09180	417.01606973854	1.23800601810992	0.276172019728564	3.72580492585417e-07	5.92402983210813e-05	SPy_0170	SPy_0170
SPY_RS00900	58.6817273934569	0.0657238022473211	0.211124989614837	0.458879956549643	0.787884127768287	SPy_0171	SPy_0171
SPY_RS00905	4437.73827119968	0.109547827415184	0.196889003953972	0.313216790652617	0.680014068806217	metC	SPy_0172
SPY_RS00910	15402.1172685444	0.0462298190857659	0.158459843791441	0.681310450184953	0.88812697449552	leuS	SPy_0173
SPY_RS00935	32.1979316176779	1.64805749050772	0.83812053378833	0.000884916587583364	0.0223336091151992	sga	SPy_0178
SPY_RS00940	79.5602067808042	1.30891310772572	0.603014317517762	0.000635401920351896	0.0180408759528485	araD	SPy_0179
