gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	old_locus_tag
SPY_RS02890	107.776313910603	0.00415726932162987	0.157776251745962	0.959811669806559	0.986125044566269	SPy_0694	SPy_0694
SPY_RS02895	48.5519910815319	0.0252106697840846	0.165343205953109	0.717033921673745	0.92360182769818	SPy_0695	SPy_0695
SPY_RS02900	59.9531976664503	0.0412958637373966	0.166018271738967	0.576088220023422	0.873043543998042	SPy_0696	SPy_0696
SPY_RS02905	429.353244927384	0.0851410752005759	0.148256353303749	0.369758840917121	0.757532335481757	SPy_0697	SPy_0697
SPY_RS02910	87.147564653741	0.0809326971109514	0.172239610665313	0.3403132766745	0.749165171308619	SPy_0698	SPy_0698
SPY_RS02915	272.189200377059	0.137839439776545	0.191687173247073	0.162021121646925	0.573081450499461	SPy_0700	SPy_0700
SPY_RS02920	60.9936348630977	0.152150947470506	0.22766091441585	0.103181836932665	0.473069881729469	hylP	SPy_0701
SPY_RS02925	121.97446426685	0.0673656411279874	0.163465928219304	0.431163684012372	0.786386603285601	SPy_0702	SPy_0702
SPY_RS02930	21.3461398291226	0.0354020000009461	0.174833652487723	0.528306697270695	0.853752301338885	SPy_0703	SPy_0703
SPY_RS02935	29.0837151496459	0.00457103700241225	0.167647269531152	0.942364132097452	0.98035684151582	SPy_0705	SPy_0705
SPY_RS02945	38.5081137532075	0.0329534927068782	0.171264350792217	0.595882598513025	0.876932902095115	hol	SPy_0707
SPY_RS02950	312.642855499648	0.165059774685355	0.199180350886108	0.119186163924153	0.508398433649369	SPy_0710	SPy_0710
SPY_RS02955	358.518730664957	-0.0160583701494869	0.153762251744204	0.837413588218765	0.956147400958907	speC	SPy_0711
SPY_RS02960	1101.92324768628	-0.17670685631766	0.169117910719988	0.101230748366183	0.470849260416974	mf2	SPy_0712
SPY_RS02965	4002.81284455967	0.115627706421413	0.169855014763802	0.235143878602485	0.668929293813597	pepD	SPy_0713
SPY_RS02970	709.43413170519	0.0922649851207354	0.162867098857817	0.319533411389987	0.732089649967744	adcA	SPy_0714
SPY_RS02975	757.644068374891	0.0137346848078732	0.140991024050669	0.876196374989607	0.966690233462366	SPy_0715	SPy_0715
SPY_RS02980	6976.75888228142	0.129766762052693	0.201211336518257	0.151244620187581	0.558824019190733	agaS	SPy_0716
SPY_RS02985	17638.3375982255	0.106225663929447	0.159494758070451	0.279235380365458	0.707868662384305	rpmE	SPy_0717
SPY_RS02990	3959.30420904471	-0.0750982249414683	0.134489873678586	0.422389529498965	0.78621907451254	nrnA	SPy_0720
SPY_RS02995	10756.0024708506	0.075307069467114	0.149572091357758	0.416367568170571	0.782447502002232	ykuP	SPy_0721
SPY_RS03000	393.307574196326	-0.0407704183021703	0.141477251294491	0.648498743953714	0.886445219721539	XK26_06025	SPy_0722
SPY_RS03005	1043.55448230961	-0.0865490675266394	0.143128310630787	0.36133490271625	0.757283738081146	SPy_0723	SPy_0723
SPY_RS03010	7379.97917870888	0.011265764320997	0.143487904089805	0.899277185168393	0.967506691356836	rplS	SPy_0724
SPY_RS09360	99.550186497678	-0.127696948123166	0.202699719286015	0.155185014043429	0.564833822878279	SPY_RS09360	-
SPY_RS03025	2214.4946978866	-0.18830653020791	0.169317121563403	0.0858641594223054	0.429048212478441	SPy_0726	SPy_0726
SPY_RS03030	6548.41232149689	-0.180942423063799	0.173040829022251	0.0968666972420319	0.461396853015257	gyrB	SPy_0727
SPY_RS03035	8030.38196607049	-0.0550198237551226	0.133778054077628	0.549489259124957	0.863169754353974	ezrA	SPy_0728
SPY_RS03040	39.3721287951815	-0.031856378006127	0.169951887595722	0.614288711109334	0.879151169076094	SPy_0729	SPy_0729
SPY_RS03045	56386.7369208166	0.0318271826382832	0.128623461268862	0.718542761442307	0.923947801931549	eno	SPy_0731
SPY_RS03050	89.3194077747477	0.046932582255946	0.161094225176385	0.560288805371591	0.871186969270332	SPY_RS03050	-
SPY_RS09365	16.2462839948177	0.036315513810413	0.178599521840339	0.433962223304172	0.78863148036205	SPY_RS09365	-
SPY_RS09370	43.0530429228055	0.129558335317662	0.221792337874848	0.104719767035799	0.47486153968111	SPY_RS09370	-
SPY_RS03060	58.9850138054833	-0.0401874384518119	0.164649659125002	0.590882212583933	0.876932902095115	SPy_0737	SPy_0737
SPY_RS03070	9814.15896943568	0.156653983289509	0.192308736628912	0.122309406361485	0.516817576513588	sagA	SPy_0738
SPY_RS03075	119.418611981749	0.213560807854003	0.262423436314006	0.0606937526871199	0.379417200229684	sagB	SPy_0739
SPY_RS03080	181.196535328489	0.251701316967724	0.281012967724054	0.0446460638564113	0.331882122058041	sagC	SPy_0740
SPY_RS03085	529.775481822976	0.146735101660891	0.174401046053338	0.157759390185247	0.567009962320711	sagD	SPy_0741
SPY_RS03090	266.21339646608	0.25419669188028	0.250276691342876	0.0452593471131723	0.332888842785669	sagE	SPy_0742
SPY_RS03095	224.284545552455	0.199440209855856	0.218625131341058	0.0796586915413819	0.41476606153827	SPy_0743	SPy_0743
SPY_RS03100	217.507055706989	0.122833229004221	0.173104021342572	0.213267864648302	0.646471616075865	sagG	SPy_0744
SPY_RS03105	157.610452518975	0.0849971166288581	0.166676953642361	0.341211454137921	0.750009436082581	sagH	SPy_0745
SPY_RS03110	918.248541638169	0.140826533028616	0.179951737811409	0.168496477859715	0.581608456471912	sagI	SPy_0746
SPY_RS03115	6396.93668227585	-0.105657496308683	0.155283708272927	0.274616837910501	0.706285789005113	SPy_0747	SPy_0747
SPY_RS03120	14195.5226565897	0.0636065322965148	0.138961207805778	0.494046278637702	0.829235922381064	ccl	SPy_0749
SPY_RS03125	1134.19834907125	-0.0578988634249714	0.135126928801499	0.518515187565926	0.849182748839136	ligA	SPy_0751
SPY_RS03130	1773.67929194913	0.0477937385292945	0.13394001399829	0.598163526907801	0.878672618303446	dagK	SPy_0752
SPY_RS03135	1856.15187269775	-0.0203897590884593	0.139922598379667	0.81275568725847	0.952507028188158	atpE	SPy_0754
SPY_RS03140	6660.82116440479	-0.0441259003757567	0.140980335638617	0.6164084353518	0.879151169076094	atpB	SPy_0755
SPY_RS03145	4610.09321036236	-0.0543329733750388	0.149538775847496	0.550167857521844	0.863374085482934	atpF	SPy_0756
SPY_RS03150	4108.97775630893	0.0281015136012563	0.129133098868965	0.753634764554509	0.935939759410163	atpH	SPy_0757
SPY_RS03155	7939.40739611779	0.339431917059527	0.216139481363605	0.0128607138313475	0.158146590394851	atpA	SPy_0758
SPY_RS03160	4421.88073435815	0.106331236983095	0.160009172144901	0.267285604388082	0.702349818542306	atpG	SPy_0759
SPY_RS03165	15048.1065385156	0.208957818152725	0.179792281891015	0.0685960455913229	0.400298711405627	atpD	SPy_0760
SPY_RS03170	9149.518379829	0.417940444830935	0.194654416519799	0.00336021595959082	0.0629640466713803	atpC	SPy_0761
SPY_RS03175	864.494155843154	-0.0239293303041646	0.136215266791982	0.787267311489548	0.94793562706818	SPy_0762	SPy_0762
SPY_RS03180	14176.3179035102	-0.0180931307749527	0.126922046487532	0.840458801748773	0.956147400958907	murA	SPy_0763
SPY_RS03185	1140.29808824079	-0.0123526287746501	0.130504176175174	0.890534204904975	0.966690233462366	epuA	SPy_0764
SPY_RS03190	514.25849403064	-0.0580417987599678	0.150180657281813	0.514536391666735	0.844201148346247	endA	SPy_0766
SPY_RS03195	5698.85974103913	-0.0959704146396908	0.139358266057597	0.31577498232975	0.731901785521411	pheS	SPy_0768
SPY_RS03200	16219.6235344795	-0.0527586631867979	0.13113280975136	0.572040035088821	0.871186969270332	pheT	SPy_0769
SPY_RS03205	207.455952535086	-0.0128682247348297	0.145220881578415	0.879393603660804	0.966690233462366	ycaO	SPy_0770
SPY_RS03210	292.812844824041	-0.0604356290104182	0.146387616495233	0.50606012913993	0.838461729753947	SPy_0771	SPy_0771
SPY_RS03215	1948.86223791948	0.044383450107171	0.156606650692173	0.595210576416999	0.876932902095115	yxeA	SPy_0772
SPY_RS03220	1717.04278870429	0.0700870133444814	0.158229959499815	0.428071610891136	0.786386603285601	lolD	SPy_0773
