gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	old_locus_tag
SPY_RS09415	1208.99628925192	0.0122729937059678	0.297057601782978	0.936194949462283	0.967122243043969	lacC	-
SPY_RS07095	2101.64459490982	-0.00531227604206366	0.298896870501664	0.965001331205673	0.983344873143052	lacB	SPy_1707
SPY_RS07100	1793.01427825361	0.0382530823900537	0.299509762536526	0.794064478148329	0.879614608730101	lacA	SPy_1708
SPY_RS07105	9704.84458916463	-0.000477216924092251	0.297198871680185	0.98970202103736	0.995005179890875	gatC	SPy_1709
SPY_RS07110	2021.27004645568	-0.00460223667531065	0.287866084467205	0.970627002340245	0.987067161593976	SPy_1710	SPy_1710
SPY_RS07115	2025.96198098747	0.0220136719907825	0.314599986217354	0.861825365166615	0.923864170501382	SPy_1711	SPy_1711
SPY_RS07120	1523.40499754046	0.121919580551884	0.216467722287406	0.453104152677688	0.629730864045565	lacR	SPy_1712
SPY_RS07130	1782.54144079667	-0.176509071296154	0.226441599512755	0.291355558285415	0.470204352870864	SPy_1714	SPy_1714
SPY_RS07135	14124.763238357	-0.0408821908213716	0.298892068274724	0.765484969093977	0.861960194006047	copA	SPy_1715
SPY_RS07140	2423.25403650076	-0.336202751621525	0.245243984868434	0.0690727691351453	0.166953665816188	copY	SPy_1717
SPY_RS07145	15.2756288925199	0.185240933478596	0.364962684374064	0.216489193898188	NA	SPy_1718	SPy_1718
SPY_RS07150	851.488596088016	-0.371159427460777	0.195168397035084	0.0234236092143641	0.0727926240802494	rbfA	SPy_1719
SPY_RS07155	8735.86414369566	-0.41970200593793	0.15830305761897	0.00306146299547302	0.0146345731089331	infB	SPy_1721
SPY_RS07160	423.564378028612	-0.430890338485292	0.196972986542194	0.010249113845571	0.0386398011064706	ylxQ	SPy_1722
SPY_RS07165	442.142787893493	-0.289873838555977	0.196141453441406	0.0754541403318801	0.178920481260904	ylxR	SPy_1723
SPY_RS07170	2680.32051355127	-0.517699493179512	0.175730062287855	0.000864499906368467	0.00516977832453812	nusA	SPy_1724
SPY_RS07175	896.718389225304	-0.719387601709224	0.178003349437672	1.00082033943378e-05	0.000115556256114623	rimP	SPy_1725
SPY_RS07185	2409.73972644415	0.0989380905285999	0.142934467124657	0.43127314243113	0.610123455974671	trmB	SPy_1726
SPY_RS07190	1947.98552011707	0.112362774350624	0.142088763713476	0.383445074718076	0.561689471124399	ytmP	SPy_1727
SPY_RS07195	261.554626007944	0.205093913099014	0.198344086001657	0.210636427118121	0.377736292836678	ecsB	SPy_1728
SPY_RS07200	468.513291638233	-0.0156170451333117	0.165255561241072	0.905957769806997	0.948286340641773	ecsA	SPy_1729
SPY_RS07205	19.1267349343561	-0.157386065024094	0.334502587407955	0.314802601140678	NA	hit	SPy_1730
SPY_RS07210	11.4776765936296	-0.106098544318117	0.339749929394878	0.363347698237147	NA	SPy_1731	SPy_1731
SPY_RS07215	887.758494663822	0.17479586938324	0.167180229004451	0.231053214917123	0.404012253870012	brpA	SPy_1733
SPY_RS07220	267.363425781374	0.277719245994896	0.206730695652912	0.101218156783053	0.222768993154491	SPy_1734	SPy_1734
SPY_RS07225	237.415292044979	0.311032579826469	0.213619284767624	0.0731810753140347	0.174634012792315	tsaE	SPy_1735
SPY_RS07230	152.080598508522	0.270658321419784	0.322746805644243	0.15090413256107	0.29882203558597	SPy_1736	SPy_1736
SPY_RS07235	413.847266352892	-0.0483343102986725	0.16972779932301	0.747982579030331	0.854469744856096	yitU	SPy_1737
SPY_RS07240	1635.90915028008	0.226709847156138	0.151208765865923	0.0854006896427925	0.196003723476807	manL	SPy_1738
SPY_RS07245	604.22227362284	0.095605518570857	0.174837477775825	0.528295708751149	0.693157219261779	manM	SPy_1739
SPY_RS07250	443.122262954745	0.247246513210797	0.184001549427614	0.113530037886196	0.244138376600544	manN	SPy_1740
SPY_RS07255	437.33581012155	0.178191063668768	0.176954325785571	0.241354759234023	0.416520673027929	manO	SPy_1741
SPY_RS07260	770.386544492004	-0.00220248597259709	0.156034225144654	0.9881281689354	0.994801684117492	serS	SPy_1742
SPY_RS07265	3507.29930438907	-0.0609682948105798	0.189499536234567	0.700622386156517	0.823519343477629	accA	SPy_1743
SPY_RS07270	3441.99580912707	0.0061803158535456	0.180143759760169	0.969350144738868	0.986436994747825	accD	SPy_1744
SPY_RS07275	6320.90619574778	-0.11804053342999	0.187100837189234	0.44537131858422	0.622441665917053	accC	SPy_1745
SPY_RS07280	1593.13721330904	-0.106070068788918	0.204655291883715	0.514069542715143	0.681040056147775	fabZ	SPy_1746
SPY_RS07285	1080.96934427567	0.0973303753672529	0.189769507510289	0.541024877388672	0.700671562519755	accB	SPy_1747
SPY_RS07290	1688.69226659133	-0.140385398457377	0.160858040200698	0.322056516099281	0.506225569722073	fabF	SPy_1748
SPY_RS07295	438.066362770419	0.0738080905338305	0.202730587501359	0.645486757783518	0.781981939816837	fabG	SPy_1749
SPY_RS07300	671.624220153196	0.00276345849183839	0.17355916961633	0.987678016344706	0.994801684117492	fabD	SPy_1750
SPY_RS07305	584.28469536974	0.111657424083157	0.180423680531948	0.46629269246603	0.64244767528435	fabK	SPy_1751
SPY_RS07310	1624.54532589576	0.589878034229442	0.158341335785941	4.4596422984483e-05	0.000426394798203606	acpP	SPy_1753
SPY_RS07315	4701.5007100249	0.212827435650271	0.141012165275732	0.0928281092289653	0.208273530572013	fabH	SPy_1754
