locus_tag	symbol	old_locus_tag	rna_exp_d_w_logfc	rna_exp_d_w_padj		rna_exp_d_c_logfc	rna_exp_d_c_padj		rna_stat_d_w_logfc	rna_stat_d_w_padj		rna_stat_d_c_logfc	rna_stat_d_c_padj		rna_log_d_wc_logfc	rna_log_d_wc_padj		rna_stat_d_wc_logfc	rna_stat_d_wc_logfc
SPY_RS00315	SPy_0041	SPy_0041	-0.0919186554282922	0.72946546169444		-0.0478156118510736	0.876932902095115		-0.622637677981664	5.15752824676601e-05		-0.540086191905277	0.00256653134007508		-0.0935138066474141	0.775102514004683		-0.623882113712648	0.000576685049745322
SPY_RS00320	adhE	-	0.838556606675223	0.0452122622127322		1.22252258146862	0.00809186533527371		0.228952658810351	0.0606247210280887		0.195189189338627	0.303538838108333		0.94045009803956	0.0252642846662279		0.230399094712938	0.160386240789131
SPY_RS00325	adhP	SPy_0044	0.0868066840585561	0.206784439893638		0.0590362052279786	0.318824028557306		-0.106139808344201	0.536170488097194		-0.157298212604862	0.523339321103252		0.0958566540538852	0.198717568127813		-0.0927277028580956	0.739190239339753
SPY_RS00330	norN	SPy_0045	0.0393671332254193	0.886155896917617		0.146618461938612	0.56878043392379		0.980087601900893	4.52075227020328e-09		0.630656466033849	0.000478871115235103		0.0393914810961225	0.907378353085952		0.986126414149808	9.19350434539385e-08
SPY_RS00335	rpsJ	SPy_0047	0.161153987088088	0.484659156124619		0.0905093272882878	0.750710632610023		1.09488089519655	1.06994576288161e-13		0.702510961826218	0.00015741557464625		0.167467361641795	0.54474928634589		1.09003777695336	1.72377685407092e-11
SPY_RS00340	rplC	SPy_0049	0.0314843418055055	0.9248043420423		0.0263134882910409	0.938448435906269		0.985426616817545	9.13208145193393e-13		0.580336818868456	0.00220076855226428		0.0309338166921295	0.933337657103951		0.985791584515923	2.44503818664751e-10
SPY_RS00345	rplD	SPy_0050	-0.000460433829127246	0.998040836815137		0.000108977106588792	0.998437526392709		0.885071129311424	2.38744951646286e-09		0.491302570840187	0.0151361687001031		0.00211886097104762	0.997674444809593		0.884638336617781	2.02966875951502e-07
SPY_RS00350	rplW	SPy_0051	-0.0260425901926813	0.933216190064262		-0.00958619627597662	0.966690233462366		0.889364795994545	6.11233901215419e-10		0.608732249705547	0.00204752730637229		-0.0247998112554622	0.948860041037124		0.892757243772272	4.65630941471609e-08
SPY_RS00355	rplB	SPy_0052	-0.0113020787560102	0.976259179961424		-0.00769486025305358	0.970875103555783		0.873986965091759	3.05571972610793e-07		0.514398947800104	0.0165309514352889		-0.00866937166027604	0.981428193676069		0.875135326445613	1.09724958000069e-05
SPY_RS00360	rpsS	SPy_0053	-0.0311728849530419	0.909479214128854		-0.0404866936540851	0.873043543998042		1.06392919536856	1.24768239867215e-11		0.68031609451207	0.00168566020061226		-0.0329409085500606	0.918264027886366		1.06215000563718	5.07736628509854e-09
SPY_RS00365	rplV	SPy_0055	-0.0294752448357214	0.909479214128854		-0.0534426482689218	0.787865039526107		0.673772611976607	8.88211834316647e-06		0.454275512179391	0.017360554685657		-0.0308898818681275	0.918264027886366		0.6779969817037	0.000122938037864165
SPY_RS00370	rpsC	SPy_0056	-0.111947405624275	0.652237934022372		-0.0868881681373773	0.729151541642029		0.405389480429465	0.0146849810682172		0.211394196580059	0.322479058891774		-0.113785069868806	0.686260663701434		0.412169481034448	0.0448354429620631
SPY_RS00375	rplP	SPy_0057	-0.185216370653738	0.463643018439434		-0.124644383185466	0.575211124922282		0.378528004972858	0.02503659273635		0.121772414497023	0.609293763504559		-0.188958579947012	0.480148788287995		0.382766342816977	0.0740126603991901
SPY_RS00380	rpmC	SPy_0059	-0.158051626258049	0.524007041055191		-0.104521508268987	0.664485927904663		0.216776272275008	0.176932854780014		0.0460389233423083	0.87859652081674		-0.155862832932139	0.563547114066977		0.225991851704263	0.312843766309704
SPY_RS00385	rpsQ	SPy_0060	-0.153013088559857	0.538360769113988		-0.105995126039536	0.675766660443783		0.562167760059214	0.00107929510767794		0.241958409642942	0.247831741227574		-0.151928389129452	0.572751494354491		0.569101023302435	0.00552527165218811
SPY_RS00390	rplN	SPy_0061	-0.0603910297186065	0.817287585604795		-0.0610080483619961	0.811856699469941		0.564109940780731	0.00140469887644392		0.287585806972446	0.169080624560723		-0.0595929418266618	0.848122412432466		0.567221172909162	0.00722271842453382
SPY_RS00395	rplX	SPy_0062	-0.176973173898675	0.438176624136605		-0.0892123797282178	0.597421585730978		0.752771785945451	5.44372848181467e-06		0.243206113768216	0.230847214057098		-0.196656694406567	0.436057791266597		0.755470629107953	6.74124861867898e-05
SPY_RS00400	rplE	SPy_0063	-0.105724188537402	0.648849241732935		-0.0882639599504137	0.667273255254245		0.47846999311856	0.00800210879725		0.224021829238153	0.309797112183747		-0.113999564423968	0.667612125523939		0.48408907189467	0.0286931825525121
SPY_RS00405	rpsN	SPy_0064	-0.104956044196646	0.665329829565226		-0.0961450928615331	0.683224188323828		0.540514049374852	0.00164215003107177		0.152229998687828	0.467740682251569		-0.10865034150332	0.692448289613782		0.542895325103471	0.00722271842453382
SPY_RS00410	rpsH	SPy_0065	-0.104156850458275	0.666313927265504		-0.0894594008143344	0.683224188323828		0.655701010882456	0.000211405754472816		0.162959951382398	0.457857385241277		-0.107192846629232	0.692448289613782		0.664364152356954	0.00118387774563015
SPY_RS00415	rplF	SPy_0066	-0.0960230708831196	0.675646204375925		-0.0955967440095289	0.66425249263021		0.562541107160774	0.00149030865727409		0.0919049116192135	0.699747747690896		-0.105152956213555	0.697218719547852		0.568058669052495	0.00631433267017364
SPY_RS00420	rplR	SPy_0067	-0.0334606759330393	0.909479214128854		-0.0873519975778409	0.729151541642029		0.843445631825117	7.36506777704882e-07		0.394401044213565	0.0351865409416438		-0.0340648892825321	0.918264027886366		0.844172598540449	9.43097743162837e-06
SPY_RS00425	rpsE	SPy_0069	0.0305663022655071	0.916618100879846		-0.0654128452163259	0.808162030943182		0.806413431623397	3.36798299683826e-06		0.309451669308573	0.108923256588934		0.0328649801002367	0.926584047777428		0.811804930107278	5.23004162789442e-05
SPY_RS00430	rpmD	SPy_0071	0.0433299593479587	0.883315717163739		-0.0469835981085718	0.871186969270332		0.588959566322615	0.000275519232846826		0.0850735524349304	0.722620034055047		0.044821307758133	0.895614875358748		0.594868402303005	0.00178641673739108
SPY_RS00435	rplO	SPy_0072	-0.0145461309595834	0.959593730002447		-0.0890890088449397	0.719900868491126		0.632247638602305	0.000144263092989375		0.0176274576590411	0.95575382605134		-0.014471884548567	0.968749643329239		0.640252933130256	0.000869825767690403
SPY_RS00440	secY	SPy_0073	0.0374701519699006	0.899256297420313		-0.0624943355164003	0.811856699469941		0.510558103198351	0.00164606508974486		0.00807864074983167	0.98090605189925		0.0402844474145175	0.903325225151276		0.512859316121911	0.00991336785134826
SPY_RS00445	adk	SPy_0074	-0.153655876020768	0.537200447405808		-0.193681604348612	0.41476606153827		0.171298589158318	0.236251897547898		0.211431541879711	0.267235778559015		-0.154564226960684	0.563547114066977		0.174778560140954	0.399864378928603
SPY_RS00450	infA	SPy_0075	-0.19979411401794	0.431219049160629		-0.175883736140087	0.470849260416974		0.223591746294768	0.160489333687364		0.203539910181088	0.322479058891774		-0.203108552785815	0.457070690372352		0.201434598365683	0.307938383598174
SPY_RS00455	rpmJ	SPy_0076	-0.405789966344575	0.144644597947817		-0.211272711009605	0.400298711405627		0.322607758308963	0.0302493821194909		0.275880330991867	0.171567112254007		-0.415143475640668	0.145499760178039		0.325276096136771	0.0857044223342775
SPY_RS00460	rpsM	SPy_0077	-0.519421755099645	0.0773423857539173		-0.24622425979556	0.338168525378674		0.221103016385253	0.152184665934792		0.0502835548685268	0.858297488874479		-0.523849029751027	0.0694530265521261		0.221759768764975	0.301154975841728
SPY_RS00465	rpsK	SPy_0078	-0.613120446246486	0.0470864780377135		-0.39095416775178	0.172292338169921		0.10369301870963	0.515831499169071		-0.033804934588766	0.912128980062593		-0.623049553502327	0.0410124288983529		0.110349013170794	0.660392320396432
SPY_RS00470	rpoA	SPy_0080	-0.414234480773505	0.152762530265325		-0.273969379912	0.29285180951173		0.345912003213511	0.0367557418320723		0.0859019631352535	0.724896964844963		-0.444137960142977	0.13886422330619		0.345893620393264	0.0929203560671131
SPY_RS00475	rplQ	-	-0.236445272496325	0.351061388685753		-0.227811195537674	0.363344291044655		-0.481971607527498	0.00116131869369336		-0.323730384666197	0.0785246269420098		-0.238777028417024	0.368357140737657		-0.475662116779876	0.0102573666318668
SPY_RS00565	ispE	SPy_0088	-0.0337798796988548	0.910157080663917		0.0956030603865531	0.732624410029561		-0.148742890410261	0.407972180523821		-0.0325649125858175	0.924084149216317		-0.0304052072470693	0.933337657103951		-0.122911652637991	0.654802170432971
SPY_RS00570	adcR	SPy_0092	-0.111817725146452	0.620631273724052		0.0276362296556729	0.924545246788987		0.115479928154273	0.450324814429464		0.260740132931694	0.196543832110027		-0.0927523901054422	0.697218719547852		0.116239882135467	0.616661040813284
SPY_RS00575	adcC	SPy_0093	-0.0713992477592747	0.79027858156035		0.0176719228049643	0.956147400958907		0.309353405966011	0.0544065388842816		0.45675332477685	0.0164150827413829		-0.0681881503546752	0.831164282228467		0.310389123742893	0.134318169020923
SPY_RS00580	adcB	SPy_0094	-0.0205531246489103	0.946953363903411		0.0662862748386008	0.817829990736776		0.0757605363933272	0.577496192489326		0.0875544098974659	NA		-0.0178303910956208	0.962499149027355		0.0592672452587496	NA
SPY_RS00585	SPy_0095	SPy_0095	0.0192662625047629	0.946953363903411		-0.0350477522071451	0.884824691254426		0.732332178560807	2.36599680471728e-06		0.67118506100679	0.000639373608226726		0.0164533692307552	0.96091338627034		0.72897305770237	0.000146661546430402
SPY_RS00590	tyrS	SPy_0096	-0.0750365387906451	0.779356627477824		-0.0339339643220588	0.919982604963817		0.161193919811479	0.197456576746444		0.0137191934428706	0.966408939547239		-0.0674561336356567	0.824092770932244		0.163221559407299	0.362727607017147
SPY_RS00595	pbp1b	SPy_0097	-0.000798766968526948	0.998040836815137		-0.0147089777213681	0.965875433383446		0.300118353366709	0.0226949674599501		0.307265530388484	0.0847687657984531		0.000737694777376983	0.999559011314124		0.295312183454865	0.0729576438802216
SPY_RS00600	rpoB	SPy_0098	-0.293954919113553	0.260019172725228		-0.255994139398142	0.288806452540927		0.223361250730861	0.124432446168736		0.168278167953261	0.411151033543375		-0.309611975975931	0.256438894979024		0.227080793010812	0.246970132575761
SPY_RS00605	rpoC	SPy_0099	-0.183512168464025	0.461127267241015		-0.139257155733733	0.594121592970546		-0.616744065083318	0.00012611380191838		-0.49990743686477	0.00838163397052439		-0.194220845156435	0.472286526056214		-0.610720581245965	0.00156420181371699
SPY_RS00610	SPy_0100	SPy_0100	0.121650722466059	0.628335659848609		0.120253811593867	0.576559175263179		0.187987784882816	0.181179819119268		0.0669644600835601	0.780199422405016		0.125019002368426	0.653598941333913		0.188988379478521	0.351745612028728
SPY_RS00615	comGA	SPy_0101	-0.028555504042768	NA		0.00659680110721958	0.956147400958907		0.386775414435616	0.00444546371190502		0.401983255814772	0.0291820105045804		-0.0230573669042309	0.86976294246491		0.389651289789607	0.0203817655631589
SPY_RS00620	comGB	SPy_0102	0.0141316663042685	0.939229863311808		0.040176098629273	0.767469656450809		0.910313491304862	0.00264152685113704		0.819088549659571	0.0190038749451286		0.011098826806278	0.959274087423021		0.810690754851183	0.0324892552643663
SPY_RS00650	ytxK	SPy_0108	-0.094168934888378	0.71928208735076		-0.0347133381753173	0.895934645138013		0.0496682277993827	0.724782381751037		0.164613426465924	0.421487229681088		-0.0932069535667564	0.752431449775419		0.050939887273905	0.83402855581912
SPY_RS00655	ackA	SPy_0109	0.0293538739815277	0.926504392431347		0.0877205219970191	0.755811529835755		0.0695237926521373	0.634294202362698		0.129174941252923	0.562081845467201		0.0289938374220214	0.936710275535403		0.0714751311825466	0.776420371719476
SPY_RS00660	SPy_0110	SPy_0110	0.2896064019401	0.270149118831612		0.226315445928493	0.363344291044655		0.827350350616653	0.000267413729886502		0.447393712339483	0.0644043002410472		0.223719364336605	0.378272654848689		0.79904854591608	0.0052473070228198
SPY_RS00665	proC	SPy_0112	-0.0331909345474671	0.909479214128854		0.108151364374506	0.700587980980155		0.527669862564937	0.00568895918128012		0.475086728317158	0.0378055128863316		-0.0327700048094818	0.921867343262069		0.510407230910921	0.0394520266482582
SPY_RS00670	pepA	SPy_0115	-0.0615477492373737	0.818197740185506		0.205997259413558	0.409629772357275		0.577346776121759	0.000162497827793556		0.570098239774067	0.00129606814138154		-0.057600072027513	0.859893822868994		0.570171385363682	0.00183352914188611
SPY_RS00675	SPy_0117	SPy_0117	0.240332957409957	0.326853956076582		0.0807049725321129	0.76865296476946		0.779939815404702	0.000856506119309499		0.788624618882962	0.00253521919812651		0.23090871405003	0.393084381028433		0.759205834514818	0.00991336785134826
SPY_RS00680	ytpP	-	0.362851982193075	0.14852779641491		0.116972579829774	0.673547636266166		0.107211491433572	0.511430669137354		0.221282278556015	0.308353017297102		0.344701788044376	0.194551016171955		0.104946671548235	0.672526962816367
SPY_RS00685	SPY_RS00685	-	0.268431059946482	0.254930901210417		0.11640886474517	0.668929293813597		0.265839268027532	0.108058337689214		0.287322446509766	0.172973072020328		0.258945339200934	0.311243974319242		0.263897958762746	0.246976287972995
SPY_RS00690	ssb	-	0.13976943690754	0.487997227654861		0.034725747754661	0.879151169076094		-0.845528550409768	6.04576698194005e-10		-0.477959869989304	0.00538059716893953		0.111132034044294	0.572751494354491		-0.833465629103216	1.07078319089692e-07
SPY_RS00695	dukB	SPy_0121	-0.00797626575581288	0.980449903787326		-0.009325201592626	0.970875103555783		1.01039940661093	2.41688250864799e-08		0.744674738753174	0.000487907272461632		-0.00782539322206729	0.983516358467433		1.01321653515662	2.98969647978039e-07
SPY_RS00700	dusB	SPy_0122	0.0538865763215416	0.845085602875823		-0.00900215736832195	0.9720297905986		0.901075778790554	9.52115529125821e-06		0.503956017686308	0.0268510343717954		0.0538647621085868	0.86976294246491		0.904365273347081	9.75167497070125e-05
SPY_RS00705	hslO	SPy_0123	-0.0338800696879687	0.910072787434253		0.00914585790425432	0.972106843746603		0.773695865260133	1.64631211938613e-05		0.503417552528166	0.0178706146371286		-0.0255523708326483	0.933337657103951		0.781801961691724	0.000128351413141408
SPY_RS00710	rofA	SPy_0124	-0.506012642078962	0.0584830118797537		-0.158770418263751	0.536018039306861		0.881871794847431	2.19966867541557e-06		0.550381612402073	0.0100897657706672		-0.499353474617572	0.0634875685597565		0.88605784732859	2.44165768698366e-05
SPY_RS00715	cpa	-	0.207781120804746	0.387150640937553		-0.0082672752864898	0.972106843746603		0.465192682577526	0.00693898154571169		0.214890218749941	0.301686082718714		0.199996397008313	0.446076700558235		0.473507572889761	0.0232659183919644
SPY_RS00720	sipA	SPy_0127	-0.272502257958759	0.270149118831612		-0.52927362150202	0.0663085725696106		-0.766061588806369	0.000269190753795242		-0.631325017310687	0.0179506857887382		-0.254279571325034	0.324865398326891		-0.739611589572085	0.00497253666075641
SPY_RS00725	fctA	SPy_0128	-0.264068780358584	0.270149118831612		-0.417060776128547	0.11171794465834		-0.028207742863292	0.829780120466109		-0.0429387463886927	NA		-0.253231598400361	0.324865398326891		-0.0216696008651961	NA
SPY_RS00730	srtC1	SPy_0129	-0.15771119271187	0.520747153267435		-0.410763624923683	0.0968853458936315		-0.0038429487947447	0.980088209966267		0.0347912538971972	0.922175770882098		-0.150917396654062	0.572751494354491		-7.74712446678355e-05	0.99917797449254
SPY_RS00735	fctB	SPy_0130	-0.0934796535438315	0.727149619238662		-0.217776458179395	0.363344291044655		-0.480602780605065	0.0144045152359724		-0.34564200349995	0.154935843949991		-0.0859926999323369	0.778242109133324		-0.455806590027226	0.0743541246664571
SPY_RS00740	SPy_0131	SPy_0131	0.00781393814407744	0.980127097368381		0.0700711856433641	0.750710632610023		-0.253501421819563	0.189567423901481		-0.0406232558890819	NA		0.00859964241427346	0.981428193676069		-0.20886101935679	0.426596023209178
SPY_RS00745	SPY_RS00745	-	-0.0348448884620162	0.816754223034363		-0.0122046902753636	0.94793562706818		-0.139605230016905	0.364738281078309		-0.0800640036483867	NA		-0.0292802963441768	0.859893822868994		-0.126468212341667	NA
SPY_RS00755	SPy_0135	SPy_0135	-0.00201239260381734	0.991652831520262		-0.0932187217409303	0.646471616075865		-0.255692667449654	0.186450928739111		-0.11995891324354	NA		-0.0012398217183405	0.995120971001232		-0.116082111388912	NA
SPY_RS00760	SPy_0136	SPy_0136	0.253521427394322	0.275151102023732		0.155972159787493	0.452094105979287		-0.568758725981952	0.00707316097599885		-0.127232681187456	NA		0.222379977214173	0.337447087889938		-0.210664273483269	0.424097860901057
SPY_RS00790	SPy_0144	SPy_0144	-8.13195442433139e-05	0.998040836815137		0.0429306822883566	0.603162285867098		-0.785140694145398	0.00709061511259591		-0.0696973793235881	0.807574659437717		0.00460873390792365	0.979945517582174		-0.16905893993427	NA
SPY_RS00795	yhaR	SPy_0145	-0.0406803667772224	0.830812846900085		0.0912552233256045	0.72186104547864		-1.00270315105976	4.08369993794684e-07		-0.397562882517177	NA		0.0703357888139406	0.381073519674394		-0.528482647443081	0.0522345212196911
SPY_RS00800	pfoR	SPy_0146	0.207763545039529	0.397250129733028		0.0477354932279718	0.829235922381064		-0.505732106712706	0.0390115285637086		-0.788922010069955	0.000826266639430231		0.000451403319107268	0.999292399005872		-0.680020617568149	0.0553737340609272
SPY_RS00805	SPy_0147	SPy_0147	0.0476882996359617	0.649985535124713		0.715491862063307	0.0194376538561371		-0.366851308905755	0.085695065696535		-0.235218360662155	NA		-0.0357298833857916	0.870388017705728		-0.984430423422146	4.43035285224872e-05
SPY_RS00810	ntpI	SPy_0148	0.579491290565683	0.0977040396937996		0.715636893028755	0.0573566746205265		-0.696635601040826	0.00753091923065545		-0.370345099184309	NA		0.223911143562725	0.393763428990594		-0.387739325324977	0.162969452688561
SPY_RS00815	ntpK	SPy_0149	0.119206371260251	0.307591772337489		0.128853201494577	0.188717282025313		-0.647736470242895	0.0203457122444639		-0.609697568607451	0.0530519204691996		0.036772223064928	0.73309084105436		-0.314372458860426	0.246970132575761
SPY_RS00820	atpE	SPy_0150	0.103228913510173	0.307591772337489		0.996990675117849	0.0827273494861489		-0.582701885957647	0.000309645092092603		-0.551501756662274	NA		0.573153803075223	0.109013418439832		-0.625123442709284	0.0559410861565643
SPY_RS00825	ntpC	SPy_0151	0.223807482107784	0.254930901210417		0.824894560688482	0.0825310063692756		-0.248616071665722	0.140123448775414		-0.363798962104215	0.0880103829048897		0.0849133351817617	0.438635119202699		-0.514500542058999	0.0899068402057677
